https://www.pm.gc.ca/en/news/media-advisories/2026/05/19/wednesday-may-20-2026;Wednesday, May 20, 2026;8:15 a.m.;America/Vancouver;Vancouver, British Columbia;-123.113952;49.2608724;The Prime Minister will deliver remarks and participate in a featured conversation with the Greater Vancouver Board of Trade.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 7:30 a.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/19/wednesday-may-20-2026;Wednesday, May 20, 2026;9:30 a.m.;America/Vancouver;Vancouver, British Columbia;-123.113952;49.2608724; The Prime Minister will meet with the Premier of British Columbia, David Eby.;Note for media:Pooled photo opportunity at the beginning of the meeting
https://www.pm.gc.ca/en/news/media-advisories/2026/05/19/update-tuesday-may-19-2026;UPDATE – Tuesday, May 19, 2026;12:10 p.m.;America/Toronto;Saint-Michel-des-Saints, Québec;-73.9176803;46.6786221;The Prime Minister will announce an important initiative to build a stronger, more resilient economy.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 10:45 a.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/19/update-tuesday-may-19-2026;UPDATE – Tuesday, May 19, 2026;7:00 p.m.;America/Toronto;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will attend a dinner hosted by the Governor General, Her Excellency the Right Honourable Mary Simon, to welcome His Majesty King Felipe VI, King of Spain.;Closed to media
https://www.pm.gc.ca/en/news/media-advisories/2026/05/14/friday-may-15-2026;Friday, May 15, 2026;11:35 a.m.;America/Edmonton;Calgary, Alberta;-114.057541;51.0456064; The Prime Minister will deliver brief remarks and participate in a signing ceremony with the Premier of Alberta, Danielle Smith, for an implementation agreement to strengthen energy collaboration and build a stronger, more competitive, and more sustainable economy.;Note for media:Pooled photo opportunity
https://www.pm.gc.ca/en/news/media-advisories/2026/05/14/friday-may-15-2026;Friday, May 15, 2026;11:50 a.m.;America/Edmonton;Calgary, Alberta;-114.057541;51.0456064; The Prime Minister will meet with the Premier of Alberta, Danielle Smith.;Closed to media
https://www.pm.gc.ca/en/news/media-advisories/2026/05/14/friday-may-15-2026;Friday, May 15, 2026;1:10 p.m.;America/Edmonton;Calgary, Alberta;-114.057541;51.0456064; The Prime Minister will meet with unionised skilled trades workers.;Note for media:Pooled photo opportunity
https://www.pm.gc.ca/en/news/media-advisories/2026/05/14/friday-may-15-2026;Friday, May 15, 2026;1:25 p.m.;America/Edmonton;Calgary, Alberta;-114.057541;51.0456064; The Prime Minister will hold a brief media availability.;Notes for media:Open coverageMedia wishing to cover the event are asked to contact media@pmo-cpm.gc.ca to confirm their attendance. Details on how to participate will be provided upon registration.Media are asked to arrive no later than 12:30 p.m.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/13/thursday-may-14-2026;Thursday, May 14, 2026;10:00 a.m.;America/Toronto;National Capital Region, Canada;-75.6901106;45.4208777;The Prime Minister will announce a new agenda to deliver clean, affordable, and reliable energy for Canadians.;Third FloorWest BlockParliament HillNotes for media:Open coverageMedia wishing to cover the event must be accredited with the Canadian Parliamentary Press Gallery.
https://www.pm.gc.ca/en/news/media-advisories/2026/05/12/wednesday-may-13-2026;Wednesday, May 13, 2026;9:10 a.m.;America/Toronto;National Capital Region, Canada;-75.6901106;45.4208777; The Prime Minister will meet Canadian Space Agency astronauts Jeremy Hansen and Jenni Gibbons, as well as members of the Artemis II crew.;Note for media:Pooled photo opportunity at the beginning of the meeting
https://www.pm.gc.ca/en/news/media-advisories/2026/05/12/wednesday-may-13-2026;Wednesday, May 13, 2026;9:50 a.m.;America/Toronto;National Capital Region, Canada;-75.6901106;45.4208777; The Prime Minister will participate in an activity with students alongside Canadian Space Agency astronauts Jeremy Hansen and Jenni Gibbons, as well as members of the Artemis II crew.;Note for media:Pooled photo opportunity
https://www.pm.gc.ca/en/news/media-advisories/2026/05/12/wednesday-may-13-2026;Wednesday, May 13, 2026;11:30 a.m.;America/Toronto;National Capital Region, Canada;-75.6901106;45.4208777; The Prime Minister will chair the Cabinet meeting.;Virtual meeting, closed to media
